DateTime,Open,High,Low,Close,Volume
2021-03-15 09:30:00,235.00,236.00,234.50,235.50,35000
2021-03-15 09:31:00,235.50,235.70,234.50,234.70,35000
2021-03-15 09:32:00,234.70,236.25,234.50,235.75,35000
2021-03-15 09:33:00,235.75,237.00,235.55,236.80,35000
2021-03-15 09:34:00,236.80,237.00,236.50,236.90,35000
2021-03-15 09:35:00,236.90,237.00,236.65,236.85,20000
2021-03-15 09:36:00,236.85,237.31,236.80,237.21,65000
2021-03-15 09:37:00,236.97,237.17,236.58,236.78,18000
2021-03-15 09:38:00,236.85,237.05,236.45,236.65,18000
2021-03-15 09:39:00,236.72,236.92,236.33,236.53,18000
2021-03-15 09:40:00,236.60,236.80,236.20,236.40,18000
2021-03-15 09:41:00,236.47,236.67,236.08,236.28,18000
2021-03-15 09:42:00,236.35,236.55,235.95,236.15,18000
2021-03-15 09:43:00,236.22,236.42,235.83,236.03,18000
2021-03-15 09:44:00,236.10,236.30,235.70,235.90,18000
2021-03-15 09:45:00,235.97,236.17,235.58,235.78,18000
2021-03-15 09:46:00,235.85,236.05,235.45,235.65,18000
2021-03-15 09:47:00,235.72,235.92,235.33,235.53,18000
2021-03-15 09:48:00,235.60,235.80,235.20,235.40,18000
2021-03-15 09:49:00,235.47,235.67,235.08,235.28,18000
2021-03-15 09:50:00,235.35,235.55,234.95,235.15,18000
2021-03-15 09:51:00,235.22,235.42,234.83,235.03,18000
2021-03-15 09:52:00,235.10,235.30,234.70,234.90,18000
2021-03-15 09:53:00,234.97,235.17,234.58,234.78,18000
2021-03-15 09:54:00,234.85,235.05,234.45,234.65,18000
2021-03-15 09:55:00,234.59,234.74,233.99,234.29,35000
2021-03-15 09:56:00,234.00,234.10,233.70,233.90,10000
2021-03-15 09:57:00,234.00,234.10,233.70,233.90,10000
2021-03-15 09:58:00,234.00,234.10,233.70,233.90,10000
2021-03-15 09:59:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:00:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:01:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:02:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:03:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:04:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:05:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:06:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:07:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:08:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:09:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:10:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:11:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:12:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:13:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:14:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:15:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:16:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:17:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:18:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:19:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:20:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:21:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:22:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:23:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:24:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:25:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:26:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:27:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:28:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:29:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:30:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:31:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:32:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:33:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:34:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:35:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:36:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:37:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:38:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:39:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:40:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:41:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:42:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:43:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:44:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:45:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:46:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:47:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:48:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:49:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:50:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:51:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:52:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:53:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:54:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:55:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:56:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:57:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:58:00,234.00,234.10,233.70,233.90,10000
2021-03-15 10:59:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:00:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:01:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:02:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:03:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:04:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:05:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:06:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:07:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:08:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:09:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:10:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:11:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:12:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:13:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:14:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:15:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:16:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:17:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:18:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:19:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:20:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:21:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:22:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:23:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:24:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:25:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:26:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:27:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:28:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:29:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:30:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:31:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:32:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:33:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:34:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:35:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:36:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:37:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:38:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:39:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:40:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:41:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:42:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:43:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:44:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:45:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:46:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:47:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:48:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:49:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:50:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:51:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:52:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:53:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:54:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:55:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:56:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:57:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:58:00,234.00,234.10,233.70,233.90,10000
2021-03-15 11:59:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:00:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:01:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:02:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:03:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:04:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:05:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:06:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:07:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:08:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:09:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:10:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:11:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:12:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:13:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:14:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:15:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:16:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:17:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:18:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:19:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:20:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:21:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:22:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:23:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:24:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:25:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:26:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:27:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:28:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:29:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:30:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:31:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:32:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:33:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:34:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:35:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:36:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:37:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:38:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:39:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:40:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:41:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:42:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:43:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:44:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:45:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:46:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:47:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:48:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:49:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:50:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:51:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:52:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:53:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:54:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:55:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:56:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:57:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:58:00,234.00,234.10,233.70,233.90,10000
2021-03-15 12:59:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:00:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:01:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:02:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:03:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:04:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:05:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:06:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:07:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:08:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:09:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:10:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:11:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:12:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:13:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:14:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:15:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:16:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:17:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:18:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:19:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:20:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:21:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:22:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:23:00,234.00,234.10,233.70,233.90,10000
2021-03-15 13:24:00,234.00,234.10,233.70,233.90,10000
